Gene	Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPS6KA3	ENSG00000177189	565.6082687602	3.7236294472	0.9816307636	3.793309649	0.0001486526	0.0086496072
ANXA8L1	ENSG00000264230	142.7474757719	-3.9887415188	1.0514517026	-3.7935565743	0.0001485048	0.0086496072
TSPAN15	ENSG00000099282	476.5857887462	-4.4643013685	1.1773107583	-3.791948164	0.0001494701	0.0086516131
RBBP8NL	ENSG00000130701	10.7098413694	-6.2680119884	1.6533054187	-3.7912002933	0.000149921	0.0086516131
AC098614.2	ENSG00000213846	2.844946854	-3.5184523686	0.9287974511	-3.788180474	0.0001517546	0.0087215359
PDK3	ENSG00000067992	28.6177954457	5.9643524393	1.5749085835	3.78711025	0.0001524095	0.0087234213
TTC9	ENSG00000133985	12.3146634692	-5.5889512424	1.4800013294	-3.7763150148	0.0001591657	0.009036357
CFAP54	ENSG00000188596	150.0641138105	2.8513662298	0.7549465735	3.7769112805	0.0001587853	0.009036357
SLC28A2	ENSG00000137860	59.5562821343	3.4430084007	0.9125004245	3.773158136	0.000161194	0.0091146133
MT-CO1	ENSG00000198804	841719.086415403	2.6312695731	0.6986716898	3.7661030373	0.0001658154	0.0093382696
C1orf64	ENSG00000183888	7.1022840151	6.7844685814	1.8037144486	3.7613872787	0.0001689736	0.0094403041
MT-ND4L	ENSG00000212907	36661.2109427341	2.4062685423	0.6395912472	3.7621974232	0.000168427	0.0094403041
PRR3	ENSG00000204576	38.5332616796	-3.7138577978	0.9880354062	-3.7588306802	0.0001707093	0.0094994312
GIP	ENSG00000159224	14.8617011329	6.03124994	1.6059504471	3.7555641589	0.0001729514	0.0095861586
PCSK6	ENSG00000140479	60.279199773	-4.4480218541	1.1847529572	-3.7543876361	0.0001737658	0.0095933757
MT-RNR2	ENSG00000210082	1643814.9256147	2.6412275101	0.7045080682	3.7490379876	0.0001775142	0.0097618886
MYD88	ENSG00000172936	29.098613343	-5.8197377856	1.5531166247	-3.7471350786	0.0001788658	0.0097977922
HLA-L	ENSG00000243753	67.3390073219	4.6845431986	1.2537206325	3.7365128062	0.00018659	0.0101811318
RP11-472G21.2	ENSG00000230526	2.6275263396	6.3393129791	1.6975886891	3.7343044399	0.0001882347	0.010231066
LINC01588	ENSG00000214900	223.6461038518	4.6521451204	1.2463892035	3.7324979286	0.0001895903	0.0102649582
NPIPB10P	ENSG00000196796	15.8361264852	4.7862272914	1.2827898297	3.7311079186	0.0001906395	0.0102820698
DNALI1	ENSG00000163879	6.217448605	6.7169202912	1.8009342557	3.7296865612	0.0001917181	0.010284296
ZNF704	ENSG00000164684	93.0507624657	-5.0949432065	1.3662578641	-3.7291226937	0.0001921476	0.010284296
RP11-520H14.7	ENSG00000280156	388.1154842098	2.3482956398	0.6322050423	3.7144525631	0.0002036441	0.0108581776
IGDCC3	ENSG00000174498	23.1042120369	-5.798311039	1.5622900196	-3.711417833	0.0002061016	0.0109475846
PDCD4	ENSG00000150593	1158.8556138453	4.1462073323	1.1174656638	3.7103666507	0.0002069593	0.0109516608
APOBEC3C	ENSG00000244509	20.5068932441	-6.4120929149	1.7295281706	-3.7074232289	0.0002093789	0.0110380442
FABP5P7	ENSG00000234964	270.8883510656	-1.8964721999	0.5131030731	-3.6960842751	0.0002189503	0.011499402
VGLL1	ENSG00000102243	4.656165629	-5.791606913	1.5683164251	-3.692881628	0.0002217272	0.0115525019
ACKR2	ENSG00000144648	19.5578421469	-5.9380855631	1.6083333539	-3.6920738781	0.0002224328	0.0115525019
C9orf72	ENSG00000147894	13.5964249491	-6.128933708	1.6599446161	-3.6922519273	0.0002222771	0.0115525019
GSTA4	ENSG00000170899	41.6239102176	-5.109535595	1.387517884	-3.6825007115	0.0002309572	0.0119070336
CSNK1A1P1	ENSG00000223518	16.1359899926	-5.4195876954	1.4714594412	-3.6831376683	0.0002303807	0.0119070336
TP63	ENSG00000073282	13.5263490733	-6.2506774113	1.6986603214	-3.6797688936	0.0002334454	0.0119912276
NRN1	ENSG00000124785	13.7197055587	-6.2497308075	1.7010168714	-3.6741145327	0.0002386757	0.0122151416
GBAS	ENSG00000146729	186.2507054048	-3.3622173631	0.9172001897	-3.6657399341	0.0002466245	0.0125198354
RP11-392O17.1	ENSG00000228536	9.3266893888	4.9473346115	1.3495529618	3.6659062309	0.0002464642	0.0125198354
RP11-118E9.1	ENSG00000274281	95.3939422257	2.8432888456	0.7757882591	3.6650320655	0.0002473076	0.0125198354
LUZP6	ENSG00000267696	62.6951112871	3.3715719748	0.9209465503	3.6609855087	0.000251247	0.0126735118
ZBTB7C	ENSG00000184828	7.9990406811	-6.022554695	1.6485760529	-3.6531858415	0.0002590066	0.0130181003
ALCAM	ENSG00000170017	4.7994624658	5.1248890436	1.404353096	3.6492881015	0.0002629681	0.0131700036
NLRP12	ENSG00000142405	89.1497486987	-3.430177994	0.9406760947	-3.6465027795	0.0002658336	0.0132661375
ELMOD1	ENSG00000110675	27.9886968707	3.3435221078	0.917232489	3.6452286067	0.0002671542	0.0132847643
TSPO	ENSG00000100300	16.096684845	-5.8397780855	1.6034308465	-3.6420517281	0.0002704737	0.0134023066
ABCG2	ENSG00000118777	1084.7727367989	-4.0707594041	1.1185392046	-3.6393533523	0.0002733235	0.0134144713
LRRC27	ENSG00000148814	13.3626254881	3.2100943813	0.8819070666	3.6399463194	0.0002726949	0.0134144713
AP004550.1	ENSG00000254573	7.0358309118	-5.9521697458	1.6356143848	-3.6391033248	0.000273589	0.0134144713
MT1G	ENSG00000125144	25.327333264	-5.4638067438	1.5019279572	-3.6378620675	0.0002749106	0.0134323032
PPEF2	ENSG00000156194	8.7953896729	6.0548991202	1.6718814747	3.6216078782	0.0002927777	0.0142063019
FTH1P20	ENSG00000226564	12.7359765383	3.3853499805	0.9345494266	3.6224408086	0.0002918363	0.0142063019
TRPM3	ENSG00000083067	15.9594498652	3.3868536168	0.935735218	3.6194572478	0.0002952216	0.0142754904
SPARC	ENSG00000113140	3770.132174379	2.8455203958	0.7865864374	3.6175558854	0.0002973981	0.0143313195
FABP3	ENSG00000121769	861.9960642381	-3.0759977136	0.851346089	-3.6130990128	0.0003025591	0.01453009
CRACR2A	ENSG00000130038	11.0964740507	4.6825477231	1.2974261079	3.6091055164	0.0003072546	0.0147052273
TSPAN10	ENSG00000182612	19.6400750554	3.233780709	0.896560557	3.6068737172	0.0003099084	0.0147817869
LAIR1	ENSG00000167613	45.9977413174	2.9088087436	0.8067316605	3.6056707403	0.0003113477	0.0148000977
HMCN2	ENSG00000148357	40.8297390057	3.1652360422	0.8786721329	3.6022947851	0.0003154204	0.0149084624
PA2G4P1	ENSG00000237828	10.4584774402	4.8645186933	1.3504972834	3.602020347	0.0003157536	0.0149084624
CACNA1B	ENSG00000148408	17.9665675132	5.4423981796	1.512615227	3.5980056808	0.0003206666	0.015089624
MRC2	ENSG00000011028	15.9273294105	-6.1342079523	1.7064904394	-3.5946336472	0.0003248484	0.0152352794
SORBS3	ENSG00000120896	50.8785423325	5.2914658964	1.4733473576	3.5914585038	0.0003288325	0.0153196635
EGFLAM	ENSG00000164318	187.1373715456	4.5734878924	1.2732080646	3.5920978037	0.0003280267	0.0153196635
PNPLA7	ENSG00000130653	5.7972465064	5.7359293476	1.5992511916	3.5866344059	0.0003349734	0.0155540815
FAM234B	ENSG00000084444	7.682793518	-5.945008382	1.6580736806	-3.5854910741	0.0003364445	0.0155708296
DEFB122	ENSG00000204547	57.4992330849	4.7101787192	1.3168759595	3.5767823728	0.0003478495	0.016045704
LYPD3	ENSG00000124466	202.4504235623	-5.552025814	1.5535530864	-3.5737599586	0.0003518915	0.0161789349
ADGRL2	ENSG00000117114	159.2901245132	-3.8477050634	1.0781559931	-3.5687832634	0.000358643	0.0162233877
GPR155	ENSG00000163328	72.0538259422	-4.7599020731	1.332818583	-3.5713053027	0.0003552065	0.0162233877
RP11-88I21.1	ENSG00000239620	175.4000761826	4.3502949676	1.2185576451	3.5700362516	0.0003569318	0.0162233877
MTCYBP18	ENSG00000244921	17.1230338971	4.5112339488	1.2640061305	3.56899689	0.0003583507	0.0162233877
RP11-327J17.7	ENSG00000280047	18.1049944025	3.8988726209	1.0916243279	3.5716248908	0.0003547733	0.0162233877
FAM110D	ENSG00000197245	23.7216458802	2.3528186817	0.6595117716	3.5675158246	0.0003603816	0.0162496189
MTRNR2L8	ENSG00000255823	33.764683394	3.136352899	0.8794978032	3.5660724651	0.0003623712	0.0162869599
ACAT2	ENSG00000120437	1833.2216032542	-2.5732390769	0.7219688292	-3.5641969194	0.0003649719	0.0163514403
TC2N	ENSG00000165929	93.0261393622	-5.0057998373	1.4052666211	-3.5621708806	0.0003678008	0.0163666416
PPM1E	ENSG00000175175	7.7994224129	6.2225171983	1.747009557	3.5618106228	0.000368306	0.0163666416
ZNF329	ENSG00000181894	61.5614856862	5.2898260228	1.4853012852	3.5614498388	0.0003688126	0.0163666416
TRAPPC6A	ENSG00000007255	34.8325657323	-4.1324193226	1.1627285636	-3.5540705303	0.0003793175	0.0165850213
AKR1B1	ENSG00000085662	146.730835075	2.9031802292	0.8169131274	3.5538420571	0.0003796471	0.0165850213
NHSL1	ENSG00000135540	67.9937343402	-4.7284384571	1.3297988293	-3.5557547148	0.0003768956	0.0165850213
CLDN19	ENSG00000164007	270.1147497826	3.9072408992	1.0990456545	3.5551215576	0.0003778044	0.0165850213
AKAP17BP	ENSG00000214992	7.0167836425	6.2334590763	1.7536006327	3.5546628806	0.000378464	0.0165850213
MTHFD2	ENSG00000065911	536.3972002469	-3.2800523678	0.9235246276	-3.5516674594	0.0003827983	0.0166707479
RP11-326L9.1	ENSG00000278301	41.8436149229	4.0121335381	1.1306622064	3.5484811603	0.0003874597	0.0167905311
NF1P9	ENSG00000281344	2433.6490474782	1.8830109461	0.530701807	3.5481525053	0.0003879435	0.0167905311
IL13RA1	ENSG00000131724	9.0404334145	6.5898635298	1.8603834455	3.5422071432	0.0003967937	0.017068217
PJA1	ENSG00000181191	35.5551417043	4.9948365421	1.4099506819	3.5425611734	0.0003962615	0.017068217
FAM122B	ENSG00000156504	258.7474490861	4.1398238647	1.1706584469	3.5363208419	0.0004057416	0.0173905476
PRAMEF20	ENSG00000204478	14.691541958	6.6679632908	1.885920884	3.5356537739	0.0004067674	0.0173905476
CHST6	ENSG00000183196	11.6811615364	4.8286729349	1.3685231262	3.5283824164	0.0004181077	0.0178210444
ZNF93	ENSG00000184635	201.1496017973	-3.3518168125	0.9519358222	-3.5210533468	0.0004298361	0.0182654306
CD82	ENSG00000085117	60.2792775866	2.277005168	0.6475683013	3.5162393886	0.0004377061	0.0185436651
CNPY4	ENSG00000166997	64.5867911194	3.1709179642	0.9023176741	3.514192457	0.0004410931	0.0186308694
PHF11	ENSG00000136147	11.1231581652	-4.9040910025	1.3969380486	-3.510600207	0.0004470963	0.0188277203
ALPL	ENSG00000162551	2955.5132906234	2.5374631896	0.7233033719	3.5081589388	0.0004512194	0.0189444595
HIST3H2A	ENSG00000181218	14.1880185784	-5.982903867	1.7065712261	-3.5058037868	0.0004552307	0.0190558202
APRT	ENSG00000198931	867.1905710011	-1.941677695	0.5556945142	-3.4941458755	0.0004755811	0.0197895356
MT-CO3	ENSG00000198938	523507.343172867	2.3929443221	0.6847199437	3.4947781853	0.0004744559	0.0197895356
CD180	ENSG00000134061	40.2390813565	2.8153079627	0.8063632971	3.4913642185	0.0004805607	0.0199375803
MLXIPL	ENSG00000009950	5.8157946736	3.7158880308	1.0650979459	3.4887758868	0.0004852378	0.0200722407
RPL35A	ENSG00000182899	5053.0471993744	1.508440825	0.4331997287	3.4820908809	0.0004975148	0.0205195594
SRRM3	ENSG00000177679	10.8515061301	6.270111174	1.8073936121	3.469145366	0.0005221169	0.0214093243
ADAM32	ENSG00000197140	25.903728106	4.1386102769	1.1931473563	3.4686497483	0.0005230809	0.0214093243
AC010468.1	ENSG00000214784	87.4028193966	2.1281197541	0.6136700848	3.4678564373	0.0005246275	0.0214093243
AC079250.1	ENSG00000230979	101.3561406751	2.0451313091	0.5897887284	3.4675659445	0.0005251949	0.0214093243
CLRN1-AS1	ENSG00000276054	15.8472854943	3.8125344214	1.1000256099	3.4658596918	0.000528539	0.0214831963
RP11-192H23.4	ENSG00000258472	699.2872841904	2.0099049863	0.5803759245	3.4631088256	0.0005339724	0.0216413142
BPHL	ENSG00000137274	16.4944847155	-5.1141406529	1.4787051765	-3.4585262391	0.0005431394	0.0219033208
RP11-796G6.1	ENSG00000241494	14.3144192833	3.2342897953	0.9352206865	3.4583172102	0.000543561	0.0219033208
PRAMEF17	ENSG00000204479	14.3080200092	5.7246168535	1.6571815296	3.4544295547	0.0005514583	0.0221578774
RFESD	ENSG00000175449	5.5522137507	-5.6805270188	1.6473428544	-3.4482967548	0.0005641339	0.022602426
RP11-307E17.8	ENSG00000232063	6.992502843	-4.9183470936	1.4267850695	-3.4471534632	0.0005665267	0.0226336285
MIR3617	ENSG00000266066	18.7393154915	3.3093617366	0.9609684291	3.4437777937	0.000573647	0.0228529863
HDAC9	ENSG00000048052	16.5011165201	-4.0967050933	1.1904582779	-3.4412840577	0.0005789604	0.0229993244
RHOBTB1	ENSG00000072422	6.4278394703	-5.7377169186	1.6681383691	-3.4395929168	0.0005825898	0.023078125
TPH1	ENSG00000129167	6.5554931025	3.7894876068	1.1029474611	3.4357825196	0.0005908451	0.0232736526
OR4C16	ENSG00000279513	10.3945115901	5.0199283267	1.4608863677	3.4362209394	0.0005898897	0.0232736526
TMPRSS13	ENSG00000137747	44.4980852296	-5.0372378771	1.4672418661	-3.4331339593	0.0005966472	0.0234363701
KCNN4	ENSG00000104783	48.4450154794	-5.5713747835	1.6233166853	-3.4320935859	0.0005989408	0.0234607468
AK3	ENSG00000147853	66.447322352	-3.1411851522	0.9161863065	-3.4285440962	0.0006068279	0.0237034772
PI4K2B	ENSG00000038210	23.2213149346	-4.6130566695	1.3477092231	-3.4228872153	0.0006195978	0.0241350553
MSX2	ENSG00000120149	1164.4077997699	-2.6118521818	0.7635854059	-3.4205108708	0.0006250364	0.024145689
CLPSL1	ENSG00000204140	5.2617811709	-5.6325830764	1.6464787022	-3.4209875104	0.000623942	0.024145689
LNCPRESS1	ENSG00000232301	69.2296020194	-3.5427609786	1.0354004202	-3.4216337075	0.0006224611	0.024145689
IL17RE	ENSG00000163701	5.6684498111	-5.6638092879	1.6568774743	-3.4183633827	0.0006299894	0.0242701669
PTCH1	ENSG00000185920	70.3139283206	4.914694296	1.4395974706	3.4139364624	0.0006403151	0.0246003785
ZNF695	ENSG00000197472	14.3549144253	-3.8095714507	1.1177505934	-3.4082482025	0.000653814	0.0250503635
LFNG	ENSG00000106003	11.6600012366	5.0201355876	1.474217528	3.4052882239	0.0006609426	0.0252544889
ACTR1B	ENSG00000115073	11.9539604714	-4.6574548365	1.3686384681	-3.4029840202	0.0006665418	0.0253992269
S100P	ENSG00000163993	68.9206424223	-4.2937675073	1.2625798147	-3.4007889698	0.0006719168	0.0254129668
TET2	ENSG00000168769	796.5609106101	-2.8508646419	0.8382438826	-3.4009966563	0.0006714065	0.0254129668
KRT8P37	ENSG00000213771	12.4847452773	3.3544739437	0.9864309157	3.4006172052	0.0006723391	0.0254129668
CASKIN1	ENSG00000167971	5.0604726988	5.9498958964	1.7513980297	3.397226556	0.0006807258	0.025660802
LY6G6C	ENSG00000204421	12.516823724	-5.9256595457	1.747108934	-3.391694376	0.0006946187	0.0261143125
Metazoa_SRP	ENSG00000203411	11.9582873312	4.5135135652	1.3327320817	3.3866623511	0.000707484	0.0265268675
SIN3B	ENSG00000127511	772.6918169595	3.1454727342	0.929264506	3.384905712	0.0007120271	0.0266260154
REEP1	ENSG00000068615	541.7251710802	-3.2625551788	0.9647579203	-3.381734537	0.0007202972	0.0267923792
TRIM43B	ENSG00000144010	14.6030484259	-5.9596780351	1.762172262	-3.3820064949	0.0007195844	0.0267923792
ACSL1	ENSG00000151726	15.8189884082	6.1022956868	1.8052430133	3.3803181299	0.0007240197	0.0268596
ADAM8	ENSG00000151651	6.1681655158	6.3037572753	1.866594168	3.3771439896	0.000732427	0.0270997982
EGR1	ENSG00000120738	81.1441051595	4.814050736	1.4268375855	3.3739304213	0.000741031	0.027131794
EPHB2	ENSG00000133216	72.1910077024	5.1101816388	1.5138562824	3.3756055302	0.0007365344	0.027131794
TMPRSS4	ENSG00000137648	25.0819576912	-3.7609170614	1.114675783	-3.3740008698	0.0007408413	0.027131794
PKP3	ENSG00000184363	640.1183045038	-3.4341355358	1.0174111405	-3.3753665546	0.0007371743	0.027131794
IFNLR1	ENSG00000185436	50.2937120831	2.8105740844	0.8337635189	3.370948741	0.0007490979	0.0273557305
CDKN1B	ENSG00000111276	7.4178630046	-5.6103783706	1.6648956088	-3.3698078973	0.000752206	0.0273978837
NOSTRIN	ENSG00000163072	11.94710688	-5.3978310914	1.6021794347	-3.3690552847	0.000754263	0.0274016317
MNS1	ENSG00000138587	11.9808972623	5.4868868437	1.6302459369	3.3656804286	0.0007635511	0.0276673835
TIGD2	ENSG00000180346	3.7766094711	5.9955758577	1.7838890869	3.3609577534	0.0007767271	0.0280722769
BTLA	ENSG00000186265	10.8007188937	6.373165262	1.9008242501	3.3528429899	0.0007998607	0.028834052
SYT1	ENSG00000067715	7.6227576576	-5.7192847922	1.7074027829	-3.3496986474	0.0008089952	0.0290885645
ETNPPL	ENSG00000164089	461.195051961	4.0989306626	1.2241065519	3.3485080658	0.0008124792	0.0291391182
BTK	ENSG00000010671	12.5100663654	-5.8749264389	1.75621141	-3.3452273486	0.0008221515	0.0294107915
AZIN1-AS1	ENSG00000253320	4.0799506144	5.8455701741	1.7480025479	3.3441428223	0.0008253723	0.0294508814
CALD1	ENSG00000122786	394.0104689228	-3.6557915619	1.0949074503	-3.3389046362	0.0008410943	0.0298599136
C11orf68	ENSG00000175573	12.3897437966	-5.2460849021	1.5710294424	-3.3392658092	0.0008400015	0.0298599136
OSBPL1A	ENSG00000141447	36.5357142176	-4.8273543504	1.446434644	-3.3374161566	0.0008456123	0.0299444984
SLC2A14	ENSG00000173262	59.4080528281	3.283521267	0.9841174445	3.33651363	0.0008483627	0.0299662216
MACF1	ENSG00000127603	1344.9443271255	2.6494685595	0.794848198	3.333301335	0.0008582194	0.0302101636
AC104843.3	ENSG00000225416	8.4369353673	4.3808494508	1.3144409316	3.3328614057	0.0008595775	0.0302101636
RP11-599B13.7	ENSG00000266821	13.8827028592	2.3596725753	0.7088612042	3.3288217232	0.0008721421	0.030575122
PARD3B	ENSG00000116117	4.9390663074	-5.3821223925	1.6187889604	-3.3247832325	0.000884873	0.0309440764
UNC93A	ENSG00000112494	75.6545615906	4.719018637	1.4283670097	3.3037857952	0.0009538869	0.0329971666
CGNL1	ENSG00000128849	30.1985286584	3.860382246	1.1681338503	3.3047430694	0.000950635	0.0329971666
ANO1	ENSG00000131620	70.826222228	-4.9741103058	1.5052323267	-3.3045465592	0.0009513017	0.0329971666
CXorf57	ENSG00000147231	8.2611748612	2.8485932591	0.8623329678	3.303356552	0.0009553483	0.0329971666
SGCB	ENSG00000163069	167.7329448998	3.3605669887	1.0167497587	3.3052055925	0.0009490675	0.0329971666
SYBU	ENSG00000147642	17.7601207786	-5.238251057	1.5882344165	-3.2981598954	0.000973207	0.0335314042
SOX15	ENSG00000129194	411.87914722	2.6641978792	0.8092809272	3.2920556874	0.0009945792	0.0341837832
CYP1A1	ENSG00000140465	337.789458297	5.184389382	1.5761755895	3.2892207039	0.0010046521	0.034445566
RP11-475C16.1	ENSG00000218426	81.4576860335	2.2171308289	0.6750800416	3.2842488183	0.001022546	0.0349735678
ARMC2	ENSG00000118690	19.6464123944	-5.6508835105	1.7214273938	-3.2826731646	0.0010282781	0.0349988924
PPARG	ENSG00000132170	56.8916194156	-4.0638727413	1.2379394095	-3.2827719273	0.0010279179	0.0349988924
C1DP1	ENSG00000231245	2.6200986214	-3.3284067287	1.014866402	-3.2796501315	0.0010393589	0.035251177
FABP5P3	ENSG00000241735	4.0820774611	-2.1716386745	0.6622300397	-3.2792814345	0.0010407179	0.035251177
DUSP4	ENSG00000120875	158.9341319966	-4.540620779	1.3862887252	-3.2753788562	0.0010552036	0.035655711
PLPPR2	ENSG00000105520	5.4929685552	5.7704034665	1.7655146021	3.2683974744	0.0010815836	0.0364592456
EXOSC3P1	ENSG00000229007	2.3862955937	-3.4018420124	1.0419572834	-3.2648574624	0.0010951917	0.0368294335
PPP4R1L	ENSG00000124224	12.6713772068	5.5703451447	1.7072776736	3.2627060207	0.0011035393	0.0370213672
ELAVL2	ENSG00000107105	2.9820027056	5.972342439	1.831691153	3.2605619289	0.0011119168	0.0372133882
KCNJ15	ENSG00000157551	28.953982944	2.4796465707	0.7620252466	3.2540215454	0.0011378365	0.0379008127
TPM2	ENSG00000198467	575.7626373108	2.6522668262	0.8150751392	3.2540151193	0.0011378622	0.0379008127
RECK	ENSG00000122707	10.7319723615	-5.0077489378	1.5414608654	-3.2487032596	0.0011593235	0.0384330809
KRT8P32	ENSG00000250221	7.0331061204	4.054143555	1.2478093729	3.2490087372	0.0011580792	0.0384330809
ANKDD1A	ENSG00000166839	5.2253137864	-4.9866467414	1.535617856	-3.2473227124	0.0011649622	0.0385289256
VANGL2	ENSG00000162738	12.1498101363	5.8975690845	1.81751524	3.2448526179	0.0011751143	0.0387732407
P3H2	ENSG00000090530	9.9308743901	6.2057994006	1.9142744866	3.2418545219	0.0011875463	0.0390914583
TRIM32	ENSG00000119401	118.7375345939	-3.7727064573	1.1651703823	-3.2379010954	0.0012041255	0.039451989
TMEM182	ENSG00000170417	40.5524571684	3.0308596641	0.9358735809	3.2385353384	0.0012014514	0.039451989
GSC	ENSG00000133937	18.74802106	-5.8590535707	1.8100768547	-3.2369087288	0.0012083205	0.0394857586
SNRPE	ENSG00000182004	2668.0033492949	-1.6214060793	0.5010019968	-3.2363265809	0.0012107877	0.0394857586
GPAT3	ENSG00000138678	192.5874577849	-4.5107538652	1.3947543145	-3.2340848982	0.0012203317	0.0396127592
STEAP1	ENSG00000164647	44.1724875623	5.2191521482	1.6134917015	3.2346941377	0.001217731	0.0396127592
TRIM53AP	ENSG00000225581	17.0969880934	-5.8295771255	1.8040961189	-3.2313007409	0.0012322821	0.0399082951
DNPH1	ENSG00000112667	131.2825073757	-3.0203983245	0.9370185718	-3.2234135111	0.0012667255	0.040929242
PIGV	ENSG00000060642	9.4663753567	-5.5497072181	1.7235763756	-3.219878908	0.0012824476	0.0410588176
FOLR3	ENSG00000110203	6.7808437026	-4.4477965012	1.3811918306	-3.2202597806	0.0012807448	0.0410588176
SLC37A1	ENSG00000160190	9.5145071973	-5.6592379474	1.7567799162	-3.2213699025	0.0012757937	0.0410588176
RP5-875H18.9	ENSG00000276850	95.3094887211	-3.0375154363	0.9431232788	-3.2206981894	0.0012787874	0.0410588176
GRIK1	ENSG00000171189	4.2732501555	-5.3606276003	1.6666795662	-3.2163516665	0.0012983163	0.041395036
IRS3P	ENSG00000184414	35.4047680012	3.0545635365	0.9497332666	3.2162330666	0.001298853	0.041395036
PLEKHH2	ENSG00000152527	2.7061834993	5.0066648642	1.5570553735	3.2154700143	0.001302311	0.0414111272
MOB3B	ENSG00000120162	394.2396585629	-2.7650603486	0.8602374958	-3.2142987979	0.0013076352	0.0414709833
GATA3-AS1	ENSG00000197308	15.4294447632	-4.5527896861	1.4166567834	-3.2137563166	0.0013101081	0.0414709833
CTD-2562J17.2	ENSG00000255395	17.8291835239	3.2210841638	1.0031332708	3.2110231588	0.0013226328	0.0417731511
RP1-159M24.1	ENSG00000225580	11.5049777217	4.2656109824	1.3295668268	3.2082712177	0.001335355	0.0420801883
EXD1	ENSG00000178997	10.5775595624	3.0369870876	0.9491148117	3.1998100233	0.001375182	0.0432380652
EEPD1	ENSG00000122547	15.0073156566	-5.4851751166	1.7158428289	-3.1967817939	0.0013897001	0.0435967889
AC016739.2	ENSG00000218175	47.1994252867	1.990636003	0.6235329306	3.1925114219	0.0014104137	0.0441478367
